assembly ID	domain	phylum	class	order	family	genus	species	full scientific name	metabolism
GCA_000769385	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gulae	<I>Porphyromonas</I> <I>gulae</I> Fournier et al. 2001	anaerobe
GCA_000379925	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	<I>Porphyromonas</I> <I>levii</I> (Johnson and Holdeman 1983) Shah et al. 1995	anaerobe
GCA_000379945	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas macacae	<I>Porphyromonas</I> <I>macacae</I> (Slots and Genco 1980) Love 1995	anaerobe
GCA_000614325	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas macacae	<I>Porphyromonas</I> <I>macacae</I> (Slots and Genco 1980) Love 1995	anaerobe
GCA_900454825	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas macacae	<I>Porphyromonas</I> <I>macacae</I> (Slots and Genco 1980) Love 1995	anaerobe
GCA_000482365	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis	<I>Porphyromonas</I> <I>uenonis</I> Finegold et al. 2005	anaerobe
GCA_000613705	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis	<I>Porphyromonas</I> <I>uenonis</I> Finegold et al. 2005	anaerobe
GCA_000157935	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	<I>Prevotella</I> <I>copri</I> Hayashi et al. 2007	anaerobe
GCA_001405915	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	<I>Prevotella</I> <I>copri</I> Hayashi et al. 2007	anaerobe
GCA_002224675	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	<I>Prevotella</I> <I>copri</I> Hayashi et al. 2007	anaerobe
GCA_003437315	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	<I>Prevotella</I> <I>copri</I> Hayashi et al. 2007	anaerobe
GCA_003438885	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	<I>Prevotella</I> <I>copri</I> Hayashi et al. 2007	anaerobe
GCA_003439165	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	<I>Prevotella</I> <I>copri</I> Hayashi et al. 2007	anaerobe
GCA_003457655	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	<I>Prevotella</I> <I>copri</I> Hayashi et al. 2007	anaerobe
GCA_003459205	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	<I>Prevotella</I> <I>copri</I> Hayashi et al. 2007	anaerobe
GCA_003459305	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	<I>Prevotella</I> <I>copri</I> Hayashi et al. 2007	anaerobe
GCA_003463005	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	<I>Prevotella</I> <I>copri</I> Hayashi et al. 2007	anaerobe
GCA_000613925	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella histicola	<I>Prevotella</I> <I>histicola</I> Downes et al. 2008	anaerobe
GCA_000759075	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella histicola	<I>Prevotella</I> <I>histicola</I> Downes et al. 2008	anaerobe
GCA_000439065	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia	<I>Prevotella</I> <I>intermedia</I> (Holdeman and Moore 1970) Shah and Collins 1990	anaerobe
GCA_000519165	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia	<I>Prevotella</I> <I>intermedia</I> (Holdeman and Moore 1970) Shah and Collins 1990	anaerobe
GCA_001953955	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia	<I>Prevotella</I> <I>intermedia</I> (Holdeman and Moore 1970) Shah and Collins 1990	anaerobe
GCA_000382385	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella maculosa	<I>Prevotella</I> <I>maculosa</I> Downes et al. 2007	anaerobe
GCA_000613965	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella maculosa	<I>Prevotella</I> <I>maculosa</I> Downes et al. 2007	anaerobe
GCA_000144405	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella melaninogenica	<I>Prevotella</I> <I>melaninogenica</I> (Oliver and Wherry 1921) Shah and Collins 1990	anaerobe
GCA_001275135	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella rara	<I>Prevotella</I> <I>rara</I> Efimov et al. 2018	obligate anaerobe
GCA_900129535	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella scopos	<I>Prevotella</I> <I>scopos</I> Downes and Wade 2011	anaerobe
GCA_000377625	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella veroralis	<I>Prevotella</I> <I>veroralis</I> (Watabe et al. 1983) Shah and Collins 1990	anaerobe
GCA_000613325	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella veroralis	<I>Prevotella</I> <I>veroralis</I> (Watabe et al. 1983) Shah and Collins 1990	anaerobe
GCA_002998435	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Capsularis	Capsularis zoogleoformans	<I>Capsularis</I> <I>zoogleoformans</I> corrig. (Weinberg et al. 1937) Prévot 1938 (Approved Lists 1980)	anaerobe
GCA_007830715	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Capsularis	Capsularis zoogleoformans	<I>Capsularis</I> <I>zoogleoformans</I> corrig. (Weinberg et al. 1937) Prévot 1938 (Approved Lists 1980)	anaerobe
GCA_900016155	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii	<I>Propionibacterium</I> <I>freudenreichii</I> van Niel 1928 (Approved Lists 1980)	anaerobe
GCA_900248195	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii	<I>Propionibacterium</I> <I>freudenreichii</I> van Niel 1928 (Approved Lists 1980)	anaerobe
GCA_900409735	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii	<I>Propionibacterium</I> <I>freudenreichii</I> van Niel 1928 (Approved Lists 1980)	anaerobe
GCA_004324755	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Brevilactibacter	Brevilactibacter sinopodophylli	<I>Brevilactibacter</I> <I>sinopodophylli</I> (Zhang et al. 2017) Wenning et al. 2020	facultative anaerobe
GCA_004324765	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propioniciclava	Propioniciclava tarda	<I>Propioniciclava</I> <I>tarda</I> Sugawara et al. 2011	anaerobe
GCA_900182665	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propioniciclava	Propioniciclava tarda	<I>Propioniciclava</I> <I>tarda</I> Sugawara et al. 2011	anaerobe
GCA_009469695	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio	Propionivibrio limicola	<I>Propionivibrio</I> <I>limicola</I> Brune et al. 2002	anaerobe
GCA_013357945	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris sp.	<I>Prosthecochloris</I> Gorlenko 1970 (Approved Lists 1980)	anaerobe
GCA_006265245	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris vibrioformis	<I>Prosthecochloris</I> <I>vibrioformis</I> (Pelsh 1936) Imhoff 2003	anaerobe
GCA_900095135	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	Proteiniphilum saccharofermentans	<I>Proteiniphilum</I> <I>saccharofermentans</I> Hahnke et al. 2016	facultative anaerobe
GCA_003144495	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus cibarius	<I>Proteus</I> <I>cibarius</I> Hyun et al. 2016	facultative anaerobe
GCA_009740265	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus cibarius	<I>Proteus</I> <I>cibarius</I> Hyun et al. 2016	facultative anaerobe
GCA_009828885	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus cibarius	<I>Proteus</I> <I>cibarius</I> Hyun et al. 2016	facultative anaerobe
GCA_009828895	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus cibarius	<I>Proteus</I> <I>cibarius</I> Hyun et al. 2016	facultative anaerobe
GCA_009828975	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus cibarius	<I>Proteus</I> <I>cibarius</I> Hyun et al. 2016	facultative anaerobe
GCA_009856995	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus cibarius	<I>Proteus</I> <I>cibarius</I> Hyun et al. 2016	facultative anaerobe
GCA_011045795	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus cibarius	<I>Proteus</I> <I>cibarius</I> Hyun et al. 2016	facultative anaerobe
GCA_011045835	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus cibarius	<I>Proteus</I> <I>cibarius</I> Hyun et al. 2016	facultative anaerobe
GCA_013122195	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus cibarius	<I>Proteus</I> <I>cibarius</I> Hyun et al. 2016	facultative anaerobe
GCA_013171285	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus cibarius	<I>Proteus</I> <I>cibarius</I> Hyun et al. 2016	facultative anaerobe
GCA_010748935	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia vermicola	<I>Providencia</I> <I>vermicola</I> Somvanshi et al. 2006	anaerobe
GCA_009733815	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Pseudactinotalea	Pseudactinotalea suaedae	<I>Pseudactinotalea</I> <I>suaedae</I> (Zhao et al. 2015) Cho et al. 2017	aerobe
GCA_009733845	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Pseudactinotalea	Pseudactinotalea terrae	<I>Pseudactinotalea</I> <I>terrae</I> Cho et al. 2017	aerobe
GCA_002075885	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Pseudaminobacter	Pseudaminobacter manganicus	<I>Pseudaminobacter</I> <I>manganicus</I> Li et al. 2017	aerobe
GCA_900105535	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter equi	<I>Pseudarthrobacter</I> <I>equi</I> (Yassin et al. 2011) Busse 2016	aerobe
GCA_900450975	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia	Pseudescherichia vulneris	<I>Pseudescherichia</I> <I>vulneris</I> (Brenner et al. 1983) Alnajar and Gupta 2017	aerobe
GCA_902164725	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia	Pseudescherichia vulneris	<I>Pseudescherichia</I> <I>vulneris</I> (Brenner et al. 1983) Alnajar and Gupta 2017	aerobe
GCA_001641615	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas gelatinilytica	<I>Pseudoalteromonas</I> <I>gelatinilytica</I> Yan et al. 2016	aerobe
GCA_001653135	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas neustonica	<I>Pseudoalteromonas</I> <I>neustonica</I> Hwang et al. 2016	facultative anaerobe
GCA_007786355	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas neustonica	<I>Pseudoalteromonas</I> <I>neustonica</I> Hwang et al. 2016	facultative anaerobe
GCA_003591235	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas profundi	<I>Pseudoalteromonas</I> <I>profundi</I> Zhang et al. 2016	aerobe
GCA_004291315	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Pseudoflavitalea	Pseudoflavitalea ginsenosidimutans	<I>Pseudoflavitalea</I> <I>ginsenosidimutans</I> (Siddiqi and Im 2016) Lawson et al. 2020	obligate aerobe
GCA_007970185	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Pseudoflavitalea	Pseudoflavitalea ginsenosidimutans	<I>Pseudoflavitalea</I> <I>ginsenosidimutans</I> (Siddiqi and Im 2016) Lawson et al. 2020	obligate aerobe
GCA_008831135	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Pseudoclavibacter	Pseudoclavibacter chungangensis	<I>Pseudoclavibacter</I> <I>chungangensis</I> Cho et al. 2010	aerobe
GCA_008831085	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Pseudoclavibacter	Pseudoclavibacter endophyticus	<I>Pseudoclavibacter</I> <I>endophyticus</I> Li et al. 2016	aerobe
GCA_001874525	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	Pseudodesulfovibrio hydrargyri	<I>Pseudodesulfovibrio</I> <I>hydrargyri</I> Ranchou-Peyruse et al. 2018	anaerobe
GCA_900217235	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	Pseudodesulfovibrio profundus	<I>Pseudodesulfovibrio</I> <I>profundus</I> (Bale et al. 1997) Cao et al. 2016	anaerobe
GCA_009720775	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella	Pseudoduganella danionis	<I>Pseudoduganella</I> <I>danionis</I> Kämpfer et al. 2016	aerobe
GCA_003991355	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Pseudoflavitalea	Pseudoflavitalea rhizosphaerae	<I>Pseudoflavitalea</I> <I>rhizosphaerae</I> Kim et al. 2016	aerobe
GCA_001642735	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria, not assigned to order	Gammaproteobacteria, not assigned to family	Pseudohongiella	Pseudohongiella nitratireducens	<I>Pseudohongiella</I> <I>nitratireducens</I> Xu et al. 2016	aerobe
GCA_001642775	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria, not assigned to order	Gammaproteobacteria, not assigned to family	Pseudohongiella	Pseudohongiella nitratireducens	<I>Pseudohongiella</I> <I>nitratireducens</I> Xu et al. 2016	aerobe
GCA_003367395	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Pseudolabrys	Pseudolabrys taiwanensis	<I>Pseudolabrys</I> <I>taiwanensis</I> Kämpfer et al. 2006	aerobe
GCA_000615525	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	<I>Pseudomonas</I> <I>aeruginosa</I> (Schroeter 1872) Migula 1900 (Approved Lists 1980)	aerobe
GCA_001086625	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	<I>Pseudomonas</I> <I>aeruginosa</I> (Schroeter 1872) Migula 1900 (Approved Lists 1980)	aerobe
GCA_001618925	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	<I>Pseudomonas</I> <I>aeruginosa</I> (Schroeter 1872) Migula 1900 (Approved Lists 1980)	aerobe
GCA_001687285	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	<I>Pseudomonas</I> <I>aeruginosa</I> (Schroeter 1872) Migula 1900 (Approved Lists 1980)	aerobe
GCA_001997195	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	<I>Pseudomonas</I> <I>aeruginosa</I> (Schroeter 1872) Migula 1900 (Approved Lists 1980)	aerobe
GCA_000615565	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	<I>Pseudomonas</I> <I>aeruginosa</I> (Schroeter 1872) Migula 1900 (Approved Lists 1980)	aerobe
GCA_001729505	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	<I>Pseudomonas</I> <I>aeruginosa</I> (Schroeter 1872) Migula 1900 (Approved Lists 1980)	aerobe
GCA_900706975	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	<I>Pseudomonas</I> <I>aeruginosa</I> (Schroeter 1872) Migula 1900 (Approved Lists 1980)	aerobe
GCA_001373675	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	<I>Pseudomonas</I> <I>aeruginosa</I> (Schroeter 1872) Migula 1900 (Approved Lists 1980)	aerobe
GCA_002197985	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aestusnigri	<I>Pseudomonas</I> <I>aestusnigri</I> Sánchez et al. 2014	aerobe
GCA_900108005	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aestusnigri	<I>Pseudomonas</I> <I>aestusnigri</I> Sánchez et al. 2014	aerobe
GCA_001597285	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas alcaligenes	<I>Pseudomonas</I> <I>alcaligenes</I> Monias 1928 (Approved Lists 1980)	aerobe
GCA_003205495	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas alcaligenes	<I>Pseudomonas</I> <I>alcaligenes</I> Monias 1928 (Approved Lists 1980)	aerobe
GCA_008015435	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas alcaligenes	<I>Pseudomonas</I> <I>alcaligenes</I> Monias 1928 (Approved Lists 1980)	aerobe
GCA_900156135	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas alcaligenes	<I>Pseudomonas</I> <I>alcaligenes</I> Monias 1928 (Approved Lists 1980)	aerobe
GCA_900156545	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas alcaligenes	<I>Pseudomonas</I> <I>alcaligenes</I> Monias 1928 (Approved Lists 1980)	aerobe
GCA_900455475	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas alcaligenes	<I>Pseudomonas</I> <I>alcaligenes</I> Monias 1928 (Approved Lists 1980)	aerobe
GCA_000935675	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas amygdali	<I>Pseudomonas</I> <I>amygdali</I> Psallidas and Panagopoulos 1975 (Approved Lists 1980)	aerobe
GCA_001400515	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas amygdali	<I>Pseudomonas</I> <I>amygdali</I> Psallidas and Panagopoulos 1975 (Approved Lists 1980)	aerobe
GCA_004135995	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas arsenicoxydans	<I>Pseudomonas</I> <I>arsenicoxydans</I> Campos et al. 2011	aerobe
GCA_006438915	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas arsenicoxydans	<I>Pseudomonas</I> <I>arsenicoxydans</I> Campos et al. 2011	aerobe
GCA_900103875	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas arsenicoxydans	<I>Pseudomonas</I> <I>arsenicoxydans</I> Campos et al. 2011	aerobe
GCA_000425625	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas azotifigens	<I>Pseudomonas</I> <I>azotifigens</I> Hatayama et al. 2005	microaerophile
GCA_000503215	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas canadensis	<I>Pseudomonas</I> <I>canadensis</I> Tambong et al. 2017	aerobe
GCA_003732005	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas canadensis	<I>Pseudomonas</I> <I>canadensis</I> Tambong et al. 2017	aerobe
GCA_002158995	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas caspiana	<I>Pseudomonas</I> <I>caspiana</I> Busquets et al. 2017	aerobe
GCA_006439035	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas caspiana	<I>Pseudomonas</I> <I>caspiana</I> Busquets et al. 2017	aerobe
GCA_002091535	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas chlororaphis	<I>Pseudomonas</I> <I>chlororaphis</I> (Guignard and Sauvageau 1894) Bergey et al. 1930 (Approved Lists 1980)	aerobe
GCA_002095925	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas chlororaphis	<I>Pseudomonas</I> <I>chlororaphis</I> (Guignard and Sauvageau 1894) Bergey et al. 1930 (Approved Lists 1980)	aerobe
GCA_003945765	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas chlororaphis	<I>Pseudomonas</I> <I>chlororaphis</I> (Guignard and Sauvageau 1894) Bergey et al. 1930 (Approved Lists 1980)	aerobe
GCA_007858335	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas chlororaphis	<I>Pseudomonas</I> <I>chlororaphis</I> (Guignard and Sauvageau 1894) Bergey et al. 1930 (Approved Lists 1980)	aerobe
